code	alternate_title
53-6031.00	["Attendant","Auto Garage Attendant","Auto Self Service Station Attendant","Auto Service Station Attendant","Auto Servicer","Automobile Self-Serve Service Station Attendant","Automobile Service Station Attendant","Automobile Technician","Automotive Service Advisor","Battery Charger","Boat Fueler","Bus Greaser","Buster","Car Greaser","Car Lubricator","Car Servicer","Curb Worker","Dock Attendant","Dock Hand","Drive Man","Drive Worker","Driveway Attendant","Extrusion Machine Operator","Filler","Filling Station Attendant","Filling Station Laborer","Front Attendant","Front Man","Front Worker","Fuel Attendant","Fuel Dock Attendant","Fuel Island Attendant","Fuel Station Attendant","Fueler","Garage Attendant","Garage Hand","Garage Laborer","Garage Worker","Garageman","Gas and Oil Servicer","Gas Attendant","Gas Dispenser","Gas Jockey","Gas Pump Attendant","Gas Pumper","Gas Station Attendant","Gas Station Clerk","Gas Station Service Attendant","Gasoline Attendant","Gasoline Service Attendant","Grease Man","Grease Monkey","Grease Rack Worker","Grease Worker","Greaser","Handyman","Industrial Garage Servicer","Lube Man","Lube Technician","Lube Worker","Lubricating Specialist","Lubrication Servicer","Lubrication Technician","Lubrication Worker","Lubricator","Maintenance Mechanic","Marine Fuel Dock Attendant","Nightman","Oil Changer","Parts Chaser","Pitman","Pump Attendant","Pump Jockey","Pump Operator","Pump Tender","Pumpman","Refueling and Fueling Line Service Attendant","Rim Buster","Service Attendant","Service Station Attendant","Service Technician","Servicer","Station Attendant","Station Clerk","Station Team Member","Station Worker","Tanker Service Attendant","Tanker Serviceman","Tankman","Taxi Servicer","Tender","Truck Greaser","Utility Attendant","Utility Worker","Vehicle Service Attendant"]
53-6032.00	["Aircraft Cleaner","Aircraft Deicer","Aircraft Detailer","Aircraft Fueler","Aircraft Refueler","Aircraft Service Attendant","Aircraft Technical Cleaner","Airfield Maintenance Equipment Operator","Airline Refueler","Airplane Refueler","Exterior Aircraft Cleaner","Fuel Technician","Ground Operations Agent","Lavatory Technician","Line Service Technician","Ramp Agent"]
53-6041.00	["Collection Technician","Field Traffic Investigator","Highway Traffic Control Technician","Permit Technician","Radar Signal Processing Engineers","Sign Technician","Street Light Technician","Survey Field Technician","Traffic Analyst","Traffic Control Specialist","Traffic Control Technician","Traffic Engineering Technician","Traffic Investigator","Traffic Monitor Specialist","Traffic Signal Technician (TST)","Traffic Survey Technician","Traffic Technician","Transportation Analyst","Transportation Planning Technician","Transportation Technician"]
53-6051.00	["Admeasurer","Cargo Inspector","Cargo Surveyor","Container Inspector","Damaged Freight Inspector","Freight Car Inspector","Freight Inspector","Freight Service Inspector","Heavy Check Inspector","Inspector","Loading Inspector","Locomotive Inspector","Maintenance Inspector","Marine Cargo Broker","Marine Cargo Inspector","Marine Cargo Specialist","Marine Cargo Surveyor","Marine Surveyor","Motor Vehicle Emissions Inspector","Naval Inspector","Navy Material Inspector","Operations Inspector","Packing Inspector","Perishable Freight Inspector","Perishable Fruit Inspector","Petroleum Inspector","Railroad Car Inspector","Railroad Inspector","School Bus Inspector","Ship Surveyor","Shipping Inspector","Shipping Liaison","Steamboat Inspector","Surveyor","Tank Inspector","Transit Vehicle Inspector","Transportation Security Inspector"]
53-6051.01	["Aeronautical Inspector","Aerospace Inspector","Air Carrier Inspector","Aircraft Inspector","Aircraft Landing Gear Inspector","Aircraft Maintenance Inspector","Aircraft Quality Control Inspector","Aircraft Systems Inspector","Airplane Inspector","Airworthiness Inspector","Airworthiness Safety Inspector","Aviation Safety Inspector","Aviation Safety Inspector, Manufacturing","Avionics Inspector","Avionics Safety Inspector","Flight Inspector","Flight Operations Inspector","General Avionics Safety Inspector","Inspector","Jet Inspector","Lead Aircraft Inspector","Maintenance Inspector","Manufacturing Safety Inspector","Operations Inspector","Pilot Safety Inspector","Pit Inspector","Pre-Flight Operator","Preflight Inspector","Quality Control Inspector","Quality Inspector","Return to Service Inspector","Safety Inspector","Safety Pilot Inspector","Technical Inspector"]
53-6051.07	["Air Brake Tester","Air Brakes Inspector","Auto Inspector","Automobile Tester","Automotive Damage Field Inspector","Automotive Damage Inspector","Automotive Field Inspector","Automotive Inspector","Automotive Vehicle Inspector","Brakes Inspector","Bus and Trolley Inspecting Dispatcher","Bus Inspector","Car Body Inspector","Car Examiner","Car Inspector","Carman","Detector Car Operator","Emissions Inspector","Emissions Testing and Repair Technician","Emissions Testing Technician","Engine Inspector","Equipment Inspector","Field Auto Inspector","Inspection Technician","Inspector","Journal Box Inspector","Locomotive Inspector","Maintenance Inspector","Motor Carrier Safety Specialist","Motor Vehicle Inspector","New Car Inspector","Operations Inspector","Public Transportation Inspector","Quality Assurance Inspector","Rail Flaw Detector Operator","Railroad Car Inspector","Railroad Inspector","Railroad Safety Inspector","Railroad Shop Inspector","Railroad Track Inspector","Safety Engineer","Safety Inspector","Safety Officer","Signal Inspector","Smog Technician","Station Inspector","Street Car Inspector","Tank Car Inspector","Tank Inspector","Track Inspector","Traffic Inspector","Train Inspector","Transit Vehicle Inspector","Transportation Inspector","Truck Safety Inspector","Tunnel Inspector","Vehicle Inspector","Visual Inspector","Watch Inspector","Way Inspector","Wheel and Axle Inspector","Wheel Inspector"]
53-6061.00	["Airline Lounge Receptionist","Airport Attendant","Attendant","Bath Aide","Bath Steward\/Stewardess","Bus Aide","Bus Assistant","Bus Attendant","Bus Monitor","Bus Steward","Car Porter","Chair Car Attendant","Chair Lift Operator","Club Car Attendant","Dining Car Conductor","Dining Car Hop","Dining Car Steward","Fare Enforcement Officer","Food Porter","Ground Host\/Hostess","Ground Transportation Monitor","Host\/Hostess","Passenger Attendant","Passenger Representative","Passenger Service Representative","Purser","Railroad Dining Car Steward\/Stewardess","Return Agent","Second Steward","Ship Steward","Sleeping Car Service Attendant","Station Attendant","Station Usher","Steward\/Stewardess","Tavern Car Attendant","Train Attendant","Transportation Aide","Transportation Attendant","Traveling Passenger Agent"]
53-6099.00	["Airplane Pilot Helper","Airplane Refueler","Airport Ramp Attendant","Airport Utility Worker","Cable Ferryboat Operator","Check Pilot","Elevator Operator","Flag Signaler","Flag Signalman","Flying Instructor","Food or Baggage Handling Rampman","Fueler","Gasoline Attendant","Jinriksha Driver (Rickshaw)","Pedicab Driver","Pilot Instructor","Ramp Attendant","Rampman","Refueler","Rickshaw Driver","Shop Worker"]
53-7011.00	["Aerial Tram Operator","Ash Conveyor Operator","Assembly Line Tender","Bed Operator","Belt Operator","Belt Tender","Beltman","Bin Tripper Operator","Boom Conveyor Operator","Brick Unloader Tender","Bull-Chain Operator","Cement Loader","Chain Puller","Char Conveyor Tender","Chip Bin Conveyor Tender","Chip Bin Operator","Chip Loft Worker","Chip Unloader","Chipper Operator","Coke Loader","Console Attendant","Conveyer Technician","Conveyor Attendant","Conveyor Belt Operator","Conveyor Console Operator","Conveyor System Dispatcher","Conveyor System Operator","Conveyor Technician","Conveyor Tender","Cooker Loader","Debarker Operator","Drier Take-Off Tender","Elevator Operator","Flumer","Grain Elevator Operator","Grain Loader","Line Operator","Machine Operator","Milled Rubber Tender","Package Line Operator","Packaging Line Operator","Packing Line Operator","Palletizer Operator","Pneumatic System Conveyor Operator","Process Operator","Production Supply Equipment Tender","Silo Operator","Silo Tender","Sinter Feeder","Spout Tender","Stacker Tender","Strapper Operator","Tip-Out Worker","Tipple Operator","Tipple Tender","Transfer Operator","Unscrambler"]
53-7021.00	["Acid Crane Operator","Boom Cat Operator","Boom Crane Operator","Boomswing Operator","Bottom Crane Operator","Bridge Crane Operator","Burial Vault Deliverer and Installer","Cantilever Crane Operator","Cathead Operator","Charging Crane Operator","Cherry Picker Operator","Cinder Dump Crane Operator","Cinder Pit Crane Operator","Clamshell Operator","Coal Tower Operator","Coke Crane Operator","Crane Ladle Person","Crane Operator","Demolition Crane Operator","Derrick Boat Lever Operator","Derrick Boat Leverman","Derrick Boat Operator","Derrick Operator","Derrickman","Diesel Crane Operator","Dross Skimmer","Electric Crane Operator","Equipment Operator","Erecting Crane Operator","Gantry Crane Operator","Heavy Equipment Operator","Hydrocrane Operator","Ingot Stripper","Ladle Crane Operator","Locomotive Crane Operator","Machine Operator","Mill Crane Operator","Mixer Crane Operator","Mobile Crane Operator","Mold Shaker","Mold Shifter","Mold Washer","Mold Yard Crane Operator","Monorail Charger Operator","Monorail Crane Operator","Monorail Operator","Ore Bridge Operator","Overhead Crane Operator","Overhead Crane Truck Loader","Picker Operator","Pig Machine Crane Operator","Pit Crane Operator","Port Crane Operator","Pouring Crane Operator","Power Crane Operator","Radio Control Crane Operator","Scrap Crane Operator","Scrap Drop Crane Operator","Scrap Drop Operator","Sorting Grapple Operator","Steam Crane Operator","Steel Crane Operator","Stripper","Tower Crane Operator","Tower Loader Operator","Tower Technician","Tractor Crane Operator","Truck-Crane Operator","Whirley Operator","Winchman\/Crane Operator","Woodyard Crane Operator","Wrecking Crane Engine Operator","Yard Crane Operator"]
53-7031.00	["Dredge Boat Engineer","Dredge Deckhand","Dredge Engineer","Dredge Hand","Dredge Lever Operator","Dredge Mate","Dredge Operator","Dredge Worker","Dredgemaster","Dredger","Hydraulic Leverman"]
53-7041.00	["Air Hoist Operator","Air Lift Operator","Boat Hoist Operator","Boat Loader","Boat Puller","Bridge Rigger","Building Rigger","Cable Operator","Cable Way Operator","Cage Operator","Cage Tender","Casing Puller","Cemetery Vault Installer","Chute Operator","Clean-Out Driller","Clutch Operator","Coal Handler","Coal Trimmer","Corner Bead Operator","Cupola Hoist Operator","Derrick Hand","Derrick Operator","Dry Transfer Man","Dry Transfer Worker","Dump Operator","Electric Fork Operator","Foot Tender","Footman","Gin Pole Operator","Hoist Operator","Hoisting Engine Operator","Hoisting Engineer","Hoistman","Hydraulic Boom Operator","Industrial Tugger Operator","Jammer Operator","Jump Roll Operator","Lathe Spotter","Lever Operator","Loader Engineer","Log Loader","Marine Railway Operator","Marine Service Operator","Material Handler","Ore Trimmer","Pack Changer","Pack Puller","Pier Runner","Pipe Puller","Pit Hoist Operator","Pitman","Pneumatic Hoist Operator","Pole Lift Operator","Pulling Unit Floorhand","Rigger","Rigging Engineer","Rigging Man","Rigging Up Man","Rigging Up Worker","Rigging Worker","Rod Puller","Rodman","Scrap Hoist Operator","Scrap Yard Worker","Scraper Loader Operator","Service Operator","Skip Hoist Engineer","Skip Hoist Operator","Slope Runner","Slope Tender","Sloper","Steam Hoist Operator","Stevedore","Stiff Leg Operator","Telescope Operator","Transfer Controller","Tugger","Tugger Operator","Vault Puller","Well Puller","Well Service Derrick Worker","Winch Derrick Operator","Winch Driver","Winch Operator","Winch Runner","Winch Stripper","Yard Worker","Yarder Engineer","Yarder Operator","Yarder Puncher","Yarding Engineer"]
53-7051.00	["Carrier Driver","Carry All Driver","Cat Driver","Cat Operator","Cat Skinner","Cat Tender","Caterpillar Driver","Caterpillar Operator","Caterpillar Tractor Operator","Charging Car Operator","Checker Loader","Clark Driver","Diesel Tractor Operator","Dolly Driver","Drier Transfer Car Operator","Electric Car Operator","Electric Dolly Operator","Electric Lift Truck Driver","Electric Mule Driver","Electric Mule Operator","Electric Truck Driver","Electric Truck Operator","Electric Trucker","Euclid Operator","Finger Lift Operator","Fork Lift Technician","Fork Operator","Fork Truck Driver","Forklift Driver","Forklift Operator","Forklift Truck Operator","Front End Loader Operator","Front-End Loader Operator","Hauler","Heavy Machinery Operator","Hi Lift Operator","Hi Lo Driver","Hi Low Truck Driver","Hi Ranger Operator","High Lift Driver","High Lift Mule Operator","High Lift Operator","Hot Car Operator","Hydraulic Lift Driver","Hydraulic Lift Operator (Hy Lift Operator)","Hyster Driver","Hyster Machine Operator","Industrial Tractor Driver","Industrial Truck Driver","Industrial Truck Operator","Inside Trucker","Jitney Driver","Jitterbug Operator","Kiln Transfer Operator","Larry Operator","Lift Driver","Lift Truck Operator","Lifter Driver","Log Carrier Operator","Lumber Carrier Operator","Marsh Buggy Operator","Mold Car Pusher","Mule Operator","Package Lift Operator","Power Mule Operator","Power Truck Driver","Quencher Operator","Quenching Car Operator","Reach-Lift Truck Driver","Ross Carrier Driver","Ross Lift Operator","Shag Truck Driver","Skidder Driver","Skidder Lever Operator","Skidder Loader","Skidder Operator","Skidder Runner","Skip Load Driver","Skip Operator","Snaker, Tractor Driver","Spotter Driver","Stacker Driver","Stacker Operator","Straddle Bug Driver","Straddle Bug Operator","Straddle Carrier Operator","Straddle Truck Driver","Straddle Truck Operator","Tier Lift Operator","Tier Truck Driver","Tow Driver","Tow Motor Driver","Tow Motor Operator","Tractor Driver","Tractor Driver Teamster","Tractor Operator","Transfer Car Operator","Travelift Operator","Truck Driver","Uke Driver","Uke Operator","Unloader Operator","Warehouse Driver","Waste Transportation Technician","Wheel Loader Operator"]
53-7061.00	["Aircraft Cabin Cleaner","Aircraft Cleaner","Airplane Cleaner","Apparatus Cleaner","Apron Cleaner","Assembly Cleaner","Auto Cleaner","Auto Detailer","Auto Polisher","Auto Porter","Auto Wash Buffer","Auto Washer","Automat Car Attendant","Automatic Car Wash Attendant","Automobile Detailer","Automotive Detailer","Automotive Porter","Barrel Cleaner","Barrel Washer","Beer Coil Cleaner","Bell Cleaner","Belt Cleaner","Bin Cleaner","Blanket Washer","Blow Off Worker","Boat Detailer","Boat Washer","Body Cleaner","Boiler Blower","Boiler Cleaner","Boiler Tube Blower","Boiler Washer","Book Cleaner","Booth Cleaner","Bottle Cleaner","Box Car Washer","Box Truck Washer","Brick Cleaner","Brush Cleaner","Bus Cleaner","Bus Washer","Can Cleaner","Can Washer","Car Carder","Car Cleaner","Car Conditioner","Car Cooper","Car Detailer","Car Dryer","Car Groomer","Car Scrubber","Car Sweeper","Car Wash Attendant","Car Washer","Car Wiper","Casing Cleaner","Casting Cleaner","Casting Machine Service Operator","Catch Basin Cleaner","Cell Cleaner","Cesspool Cleaner","Char Puller","Cleaner","Cleaning Technician","Coach Cleaner","Coke Still Cleaner","Condenser Cleaner","Conduit Cleaner","Container Washer","Cooker Cleaner","Core Cleaner","Curve Cleaner","Cutch Cleaner","Delta System Freight Car Cleaner","Detail Technician","Detailer","Die Cleaner","Dishwashing Machine Operator","Distributor Cleaner","Drain Cleaner","Drum Cleaner","Electrode Cleaner","Engine Cleaner","Engine Wiper","Equipment Cleaner","Equipment or Machinery Cleaner","Filter Changer","Filter Cleaner","Filter Screen Cleaner","Filter Washer","Flask Cleaner","Flue Blower","Flue Cleaner","Flusher","Freight Car Cleaner","Furnace Cleaner","Furniture Cleaner","Glass Cleaner","Globe Cleaner","Grit Blaster","Harness Brusher","Harness Cleaner","Hydroblaster","Jet Handler","Kerrick Kleaner Operator","Kettle Cleaner","Kiln Cleaner","Laboratory Equipment Cleaner","Ladle Cleaner","Lamp Cleaner","Last Cleaner","Latrine Cleaner","Lingo Cleaner","Loom Blower","Loom Cleaner","Lot Technician","Machine Cleaner","Machine Wiper","Machinery Cleaner","Mill Washer","Millstone Cleaner","Mold Cleaner","Mold Preparer","Mold Sheet Cleaner","Net Washer","New Car Make Ready Worker","Oil Tank Car Cleaner","Pan Cleaner","Pan Washer","Pencils Washer","Photo Mask Cleaner","Plate Cleaner","Plateman","Polisher","Press Cleaner","Press Washer","Pressure Washer","Rack Washer","Rail Washer","Railroad Car Cleaner","Reconditioner","Reed Cleaner","Roll Cleaner","Roll Picker","Roller Cleaner","Roller Picker","Rotor Plate Washer","Salvager","Sand Blaster","Sandblaster","Sanitation Truck Cleaner","Sanitation Worker","Sanitation Worker, Cleaning Equipment","Sanitation Worker, Cleaning Machinery","Sanitation Worker, Hosing Docks and Pens","Sanitation Worker, Hosing Machinery","Saw Cleaner","Scraper","Screen Cleaner","Sewage Disposal Worker","Shaker Washer","Shield Cleaner","Ship Cleaner","Ship Washer","Signs Cleaner","Simonizer","Smoking Pipes Cleaner","Soapstoner","Spinneret Cleaner","Spinning Frame Cleaner","Stator Plate Washer","Steam Cleaner","Steamer","Stem Dryer Maintainer","Sterilizer","Still Cleaner","Stone Cleaner","Stove Cleaner","Suction Plate Carrier Cleaner","Switch Cleaner","Tack Cleaner","Talcer","Tank Car Cleaner","Tank Cleaner","Tank Processor","Telephone Cleaner","Telephone Sterilizer","Tower Cleaner","Trolley Cleaner","Truck Cleaner","Truck Washer","Truck, Car, and Bus Cleaner","Tub Washer","Tube Blower","Tube Cleaner","Tube Washer","Used Car Lot Porter","Used Car Make Ready Worker","Used Car Renovator","Vat Cleaner","Vat Washer","Vehicle and Equipment Cleaner","Vehicle Carwasher","Vehicle Washer","Wagon Washer","Wash and Greaser","Wash Rack Operator","Wash Worker","Washer","Washroom Cleaner","Water Filter Cleaner","Wheel Cleaner","Wiper"]
